2018-05-09 18:40:42.195 JST [95317] LOG:  received fast shutdown request
2018-05-09 20:57:55.423 JST [145441] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 20:58:25.447 JST [145665] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 20:58:55.488 JST [145840] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 20:59:25.512 JST [146026] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 20:59:55.533 JST [146206] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:00:25.543 JST [146396] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:00:55.583 JST [146571] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:01:25.612 JST [146775] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:01:55.642 JST [146950] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:02:25.646 JST [147143] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:02:55.684 JST [147322] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:03:25.710 JST [147506] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:03:55.744 JST [147682] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:04:25.751 JST [147870] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:04:50.776 JST [148015] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:05:25.810 JST [148229] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:05:50.836 JST [148374] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:06:25.834 JST [148590] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:06:50.873 JST [148739] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:07:25.892 JST [148953] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:07:50.934 JST [149098] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.03 s, elapsed: 0.36 s
2018-05-09 21:08:25.950 JST [149312] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:08:45.963 JST [149432] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:09:25.980 JST [149677] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:09:41.015 JST [149762] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:10:26.036 JST [150043] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:10:41.091 JST [150125] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:10:44.125 JST [95372] LOG:  checkpoint starting: time
2018-05-09 21:11:36.090 JST [150452] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:11:51.122 JST [150537] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:12:51.155 JST [150890] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:13:01.185 JST [150945] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:14:01.210 JST [151303] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:14:11.245 JST [151366] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:15:11.270 JST [151726] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:15:16.294 JST [151752] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:16:16.387 JST [152106] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.39 s
2018-05-09 21:16:21.352 JST [152136] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:16:36.949 JST [95372] LOG:  checkpoint complete: wrote 4502207 buffers (68.7%); 0 WAL file(s) added, 6147 removed, 0 recycled; write=337.945 s, sync=0.116 s, total=352.823 s; sync files=143, longest=0.082 s, average=0.000 s; distance=100698507 kB, estimate=100698507 kB
2018-05-09 21:17:21.390 JST [152499] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:17:21.749 JST [152499] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:18:21.449 JST [152858] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:18:26.426 JST [152888] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:19:21.490 JST [153217] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:19:31.482 JST [153278] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:20:21.527 JST [153588] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:20:31.520 JST [153648] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:21:21.587 JST [153947] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:21:31.585 JST [154007] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:22:21.622 JST [154310] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:22:31.621 JST [154370] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:23:21.681 JST [154672] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:23:31.679 JST [154732] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:24:21.717 JST [155035] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:24:31.729 JST [155090] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:25:21.773 JST [155436] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:25:31.771 JST [155497] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:26:21.810 JST [155801] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:26:31.830 JST [155857] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:27:21.866 JST [156162] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:27:31.865 JST [156222] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:28:21.919 JST [156560] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:28:31.931 JST [156620] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:29:21.964 JST [156924] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:29:31.976 JST [156984] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:30:17.014 JST [157260] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:30:32.006 JST [157350] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:31:12.049 JST [157595] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:31:32.092 JST [157711] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.04 s, elapsed: 0.37 s
2018-05-09 21:32:07.102 JST [157925] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:32:32.115 JST [158076] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.36 s
2018-05-09 21:33:02.141 JST [158252] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.36 s
2018-05-09 21:33:32.191 JST [158436] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.03 s, elapsed: 0.37 s
2018-05-09 21:33:57.197 JST [158581] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:34:27.223 JST [158769] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.02 s, elapsed: 0.37 s
2018-05-09 21:34:52.238 JST [158915] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:35:27.436 JST [159128] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.14 s, system: 0.04 s, elapsed: 0.53 s
2018-05-09 21:35:31.897 JST [159159] LOG:  starting vacuum on "pgbench_tellers"
2018-05-09 21:35:33.391 JST [159159] LOG:  automatic vacuum of table "postgres.public.pgbench_tellers": index scans: 1
	pages: 0 removed, 5739 remain, 1 skipped due to pins, 0 skipped frozen
	tuples: 242929 removed, 366386 remain, 285906 are dead but not yet removable, oldest xmin: 184659335
	buffer usage: 18143 hits, 0 misses, 34 dirtied
	avg read rate: 0.000 MB/s, avg write rate: 0.178 MB/s
	system usage: CPU: user: 0.31 s, system: 0.04 s, elapsed: 1.49 s
2018-05-09 21:35:47.410 JST [159246] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.03 s, elapsed: 0.50 s
2018-05-09 21:35:56.923 JST [159306] LOG:  starting vacuum on "pgbench_branches"
2018-05-09 21:35:59.504 JST [159068] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 1.30 s, system: 0.75 s, elapsed: 42.60 s
2018-05-09 21:36:00.537 JST [159306] LOG:  automatic aggressive vacuum of table "postgres.public.pgbench_branches": index scans: 1
	pages: 0 removed, 7468 remain, 2 skipped due to pins, 590 skipped frozen
	tuples: 60159 removed, 759312 remain, 750621 are dead but not yet removable, oldest xmin: 184659335
	buffer usage: 17901 hits, 0 misses, 2406 dirtied
	avg read rate: 0.000 MB/s, avg write rate: 5.200 MB/s
	system usage: CPU: user: 0.16 s, system: 0.03 s, elapsed: 3.61 s
2018-05-09 21:36:27.304 JST [159489] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:36:42.314 JST [159579] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:37:27.434 JST [159852] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:37:37.441 JST [159914] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:38:22.473 JST [160188] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:38:32.500 JST [160243] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:39:17.528 JST [160516] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:39:27.537 JST [160576] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:40:17.558 JST [160893] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:40:22.588 JST [160918] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:40:44.655 JST [95372] LOG:  checkpoint starting: time
2018-05-09 21:41:22.633 JST [161277] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:41:27.648 JST [161307] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:42:37.691 JST [161729] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:42:38.044 JST [161729] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:43:42.755 JST [162112] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:43:47.756 JST [162137] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:44:47.814 JST [162495] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:44:52.814 JST [162520] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:45:52.879 JST [162863] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:45:57.982 JST [162893] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.46 s
2018-05-09 21:46:36.648 JST [95372] LOG:  checkpoint complete: wrote 4488433 buffers (68.5%); 0 WAL file(s) added, 5145 removed, 376 recycled; write=335.343 s, sync=0.060 s, total=351.992 s; sync files=144, longest=0.045 s, average=0.000 s; distance=90470028 kB, estimate=99675659 kB
2018-05-09 21:46:52.910 JST [163231] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:46:57.917 JST [163256] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:47:47.968 JST [163563] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.36 s
2018-05-09 21:47:57.953 JST [163623] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:48:48.003 JST [861] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:48:58.003 JST [918] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:49:48.056 JST [1243] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:49:58.047 JST [1311] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:50:48.097 JST [1659] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:50:58.100 JST [1714] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:51:48.150 JST [2097] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:51:58.147 JST [2195] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:52:48.206 JST [2504] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:52:58.198 JST [2565] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:53:48.250 JST [2891] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:53:58.249 JST [2951] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:54:48.311 JST [3256] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:54:58.309 JST [3323] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:55:48.355 JST [3681] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:55:58.353 JST [3736] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 21:56:48.417 JST [4044] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 21:56:58.402 JST [4105] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 21:57:48.454 JST [4410] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 21:57:58.462 JST [4466] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 21:58:48.500 JST [4810] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:58:58.506 JST [4870] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 21:59:48.563 JST [5168] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 21:59:58.563 JST [5228] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:00:48.598 JST [5539] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:00:58.605 JST [5594] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 22:01:48.658 JST [5917] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:01:58.645 JST [5977] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 22:02:43.693 JST [6250] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 22:02:58.707 JST [6335] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:03:43.735 JST [6609] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:03:58.738 JST [6699] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 22:04:38.781 JST [6942] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:04:58.795 JST [7057] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 22:05:38.843 JST [7304] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 22:05:58.827 JST [7421] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 22:06:38.888 JST [7663] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 22:06:58.884 JST [7783] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:07:38.925 JST [8027] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.36 s
2018-05-09 22:07:58.942 JST [8142] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 22:08:38.978 JST [8386] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:08:58.976 JST [8506] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 22:09:39.017 JST [8749] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 22:09:59.031 JST [8864] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 22:10:34.070 JST [9078] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 22:10:45.164 JST [95372] LOG:  checkpoint starting: time
2018-05-09 22:10:59.065 JST [9224] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 22:11:44.128 JST [9487] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
